# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10194at4891	Complete	contig_16	572969	574804	-	461.9	425	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	contig_5	892138	894201	+	496.4	472	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	contig_23	288956	290290	+	245.5	285	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	contig_5	725280	727562	-	432.8	393	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	scaffold_25	1019492	1021873	-	640.9	498	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	scaffold_25	953091	954668	+	695.1	387	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	scaffold_37	730760	733045	-	455.6	505	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	contig_5	808329	811106	+	453.6	576	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	contig_23	828538	831807	-	708.1	1071	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	scaffold_25	738623	740191	+	650.8	366	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	scaffold_25	115022	116221	+	525.9	332	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	contig_5	666695	668017	+	503.0	332	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	contig_16	1123990	1126545	+	637.2	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	scaffold_37	323661	325610	-	667.9	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	contig_5	652944	654362	+	267.9	301	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	contig_16	795356	797344	-	298.4	415	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	contig_23	999038	1000348	+	494.8	329	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	contig_16	1223595	1225133	+	406.7	267	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	contig_5	157643	159250	-	427.9	372	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	contig_12	323908	325794	-	597.9	443	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	contig_2	797195	798388	-	553.2	332	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	contig_39	84435	85766	-	503.3	341	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	scaffold_37	230972	232762	-	392.8	310	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	scaffold_37	946549	948501	+	714.6	485	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	scaffold_25	600591	602018	+	331.7	377	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	contig_38	193831	195480	-	445.2	355	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	contig_13	75115	77538	+	347.4	428	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	contig_5	844664	846508	-	247.4	334	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	contig_16	852261	854324	-	265.0	319	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	contig_5	97585	99381	+	378.8	476	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	contig_3	100056	101468	-	590.1	430	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	contig_16	111262	113151	-	762.4	413	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	scaffold_25	177574	179022	-	685.2	410	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	contig_5	268776	269990	-	575.0	328	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	scaffold_25	832963	834327	-	421.9	332	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	scaffold_37	137128	139566	-	314.7	444	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	contig_10	426780	428579	+	628.6	410	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	contig_12	519098	520513	-	563.7	352	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	contig_7	267176	268432	+	259.0	235	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	contig_10	266967	268433	-	353.9	313	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	contig_38	284171	285481	+	716.9	365	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	scaffold_37	145728	147101	+	468.9	307	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	contig_38	238266	240002	+	575.6	371	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	contig_10	400733	402742	-	711.0	502	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	contig_38	668441	669811	+	459.8	323	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	contig_5	651313	652410	+	680.6	325	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	contig_34	443559	444851	+	613.1	360	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	contig_38	755451	756599	+	473.9	284	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	contig_3	242790	244730	+	426.3	326	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	contig_16	1333572	1334969	+	705.0	358	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	contig_34	445209	446741	+	706.3	403	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	contig_16	1104787	1105950	-	722.9	349	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	contig_16	262402	263685	-	710.8	345	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	contig_16	356707	358146	+	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	contig_23	669864	671309	+	671.3	370	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	scaffold_37	799484	800671	-	690.4	319	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	contig_16	166634	167950	+	407.2	324	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	contig_12	259007	260449	+	660.5	420	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	contig_38	467199	469874	+	536.5	506	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	contig_16	747746	751636	-	632.0	617	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	scaffold_25	819955	821481	+	291.0	308	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	contig_16	224358	226895	-	269.2	472	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	contig_2	52215	54638	+	773.1	587	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	contig_21	235275	236570	+	698.3	380	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	contig_13	362908	364119	-	471.3	321	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	contig_39	519171	520328	-	580.5	309	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	contig_38	103724	105043	+	542.4	347	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	contig_39	404518	405741	-	347.1	320	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	contig_23	168358	169725	+	620.9	384	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	contig_23	277555	278865	+	686.1	336	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	contig_5	823486	824595	+	375.3	277	https://www.orthodb.org/v10?query=11624at4891	Lysophosphatidylcholine acyltransferase
11625at4891	Complete	contig_13	161476	162723	+	595.4	324	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	contig_3	96976	98442	-	744.5	408	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	scaffold_25	179531	180760	+	617.3	360	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	contig_2	389494	391026	+	677.6	384	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	contig_3	246777	248411	-	420.7	304	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	scaffold_25	226765	227931	+	616.0	324	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	contig_23	1013152	1014447	-	571.1	350	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	contig_10	375566	376762	+	646.2	314	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	contig_23	479876	481423	+	272.5	329	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	contig_39	397414	399450	-	253.8	270	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	contig_39	394736	396073	+	539.3	336	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	contig_16	1313187	1314521	-	430.8	340	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	scaffold_25	916424	918091	-	576.0	406	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	contig_16	1251705	1253855	-	346.7	480	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	contig_10	403122	404825	-	815.4	478	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	contig_23	639930	641090	-	689.9	347	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	contig_16	858476	859894	+	534.7	347	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	contig_12	45386	47347	-	218.8	271	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	scaffold_25	249313	250416	-	577.4	329	https://www.orthodb.org/v10?query=11916at4891	P-loop containing nucleoside triphosphate hydrolase protein
11940at4891	Duplicated	contig_16	854593	856575	+	653.4	505	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	scaffold_37	273768	275741	-	686.7	511	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	contig_12	253167	254573	-	789.2	401	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	contig_13	205319	206725	-	787.4	403	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	contig_23	902325	904712	-	271.8	437	https://www.orthodb.org/v10?query=12025at4891	Putative N-terminal acetyltransferase complex subunit
12039at4891	Complete	contig_23	953930	955204	+	721.5	367	https://www.orthodb.org/v10?query=12039at4891	Tryptophanyl-tRNA synthetase
12044at4891	Complete	contig_39	538109	539362	+	222.9	201	https://www.orthodb.org/v10?query=12044at4891	DUF300-domain-containing protein
12110at4891	Complete	contig_7	169818	171239	-	374.3	322	https://www.orthodb.org/v10?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	contig_5	233421	234638	-	572.9	300	https://www.orthodb.org/v10?query=12111at4891	Protoheme IX farnesyltransferase, mitochondrial
12134at4891	Complete	contig_21	361791	366512	-	639.7	672	https://www.orthodb.org/v10?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	scaffold_25	399898	401709	-	722.7	536	https://www.orthodb.org/v10?query=12169at4891	Pescadillo homolog
12175at4891	Complete	contig_23	429587	431440	+	683.9	486	https://www.orthodb.org/v10?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	contig_23	1033047	1036184	+	676.4	710	https://www.orthodb.org/v10?query=12194at4891	RNA polymerase-associated protein CTR9
12225at4891	Complete	contig_39	57229	60516	+	553.0	769	https://www.orthodb.org/v10?query=12225at4891	Exportin-T
12232at4891	Complete	contig_21	281294	282361	+	526.8	296	https://www.orthodb.org/v10?query=12232at4891	N-terminal nucleophile aminohydrolase
12237at4891	Complete	contig_21	296828	298489	-	261.2	307	https://www.orthodb.org/v10?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	contig_12	35583	36695	-	627.8	308	https://www.orthodb.org/v10?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	contig_5	476317	478713	+	532.6	619	https://www.orthodb.org/v10?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	contig_16	1066064	1067380	-	681.2	345	https://www.orthodb.org/v10?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	contig_5	282341	284923	+	677.9	468	https://www.orthodb.org/v10?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	contig_16	1322427	1324256	+	359.4	404	https://www.orthodb.org/v10?query=12307at4891	Sas10 C-terminal domain
12308at4891	Complete	contig_16	850037	852055	+	755.8	489	https://www.orthodb.org/v10?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	contig_2	113931	115082	+	488.8	307	https://www.orthodb.org/v10?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	contig_13	159710	161206	-	442.0	364	https://www.orthodb.org/v10?query=12332at4891	Protein SHQ1
12347at4891	Complete	contig_5	609748	612450	-	824.6	599	https://www.orthodb.org/v10?query=12347at4891	Mitochondrial carrier
12349at4891	Complete	contig_12	516500	517510	+	411.5	265	https://www.orthodb.org/v10?query=12349at4891	ribosomal protein L2
12381at4891	Complete	contig_13	368314	369606	+	384.0	300	https://www.orthodb.org/v10?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	scaffold_37	693969	695300	+	695.9	386	https://www.orthodb.org/v10?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	contig_23	353536	354819	+	517.8	353	https://www.orthodb.org/v10?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	contig_21	701365	702324	-	419.1	257	https://www.orthodb.org/v10?query=12450at4891	4-hydroxybenzoate polyprenyltransferase, mitochondrial
12468at4891	Complete	contig_39	382652	385750	+	426.7	623	https://www.orthodb.org/v10?query=12468at4891	Armadillo-type fold
12469at4891	Complete	contig_10	522017	523711	+	399.1	386	https://www.orthodb.org/v10?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	contig_23	207189	208349	-	546.1	307	https://www.orthodb.org/v10?query=12487at4891	Carbamoyl-phosphate synthase arginine-specific small chain
12502at4891	Complete	contig_23	464802	466238	-	419.4	355	https://www.orthodb.org/v10?query=12502at4891	SUN domain
12523at4891	Complete	contig_38	118813	120102	+	414.7	291	https://www.orthodb.org/v10?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	contig_21	414509	417101	+	786.8	395	https://www.orthodb.org/v10?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	scaffold_37	351289	352593	+	637.6	304	https://www.orthodb.org/v10?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	contig_5	889691	891001	-	701.0	366	https://www.orthodb.org/v10?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	contig_12	96493	98874	-	363.3	410	https://www.orthodb.org/v10?query=12562at4891	Conserved oligomeric Golgi complex subunit 3
12567at4891	Complete	contig_5	438989	440407	+	468.9	326	https://www.orthodb.org/v10?query=12567at4891	Mitochondrial import inner membrane translocase subunit TIM50
12584at4891	Complete	contig_16	516687	519692	-	725.4	621	https://www.orthodb.org/v10?query=12584at4891	P-type ATPase
12627at4891	Complete	contig_2	534073	535395	+	509.2	337	https://www.orthodb.org/v10?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Complete	contig_21	358314	359768	+	612.7	372	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
12635at4891	Complete	contig_5	53622	55574	-	596.5	442	https://www.orthodb.org/v10?query=12635at4891	Galactose oxidase
12664at4891	Complete	contig_39	578822	580555	+	506.9	347	https://www.orthodb.org/v10?query=12664at4891	Uroporphyrin-III C-methyltransferase
12680at4891	Complete	contig_39	411282	412259	+	280.5	257	https://www.orthodb.org/v10?query=12680at4891	WD40-repeat-containing domain
12684at4891	Complete	contig_7	143948	145195	+	755.6	399	https://www.orthodb.org/v10?query=12684at4891	Phosphoglycerate kinase
12717at4891	Complete	contig_16	965894	966970	-	567.1	308	https://www.orthodb.org/v10?query=12717at4891	Uroporphyrinogen decarboxylase
12728at4891	Complete	contig_21	118257	119687	+	625.8	398	https://www.orthodb.org/v10?query=12728at4891	Homoserine O-acetyltransferase
12732at4891	Complete	contig_10	289294	290997	+	304.3	300	https://www.orthodb.org/v10?query=12732at4891	Amino-acid acetyltransferase, mitochondrial
12737at4891	Complete	contig_12	376381	378414	-	258.9	334	https://www.orthodb.org/v10?query=12737at4891	Mediator of RNA polymerase II transcription subunit 17
12784at4891	Complete	contig_5	328291	329826	-	596.9	402	https://www.orthodb.org/v10?query=12784at4891	RNA polymerase II transcription factor B subunit 2
12794at4891	Complete	scaffold_37	479602	482007	+	374.4	345	https://www.orthodb.org/v10?query=12794at4891	Ankyrin repeat-containing domain
12814at4891	Complete	contig_12	319638	321194	+	624.8	389	https://www.orthodb.org/v10?query=12814at4891	Aspartokinase
12837at4891	Complete	contig_10	117939	119276	-	601.3	351	https://www.orthodb.org/v10?query=12837at4891	Bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase
12947at4891	Complete	contig_4	63823	65097	-	407.8	315	https://www.orthodb.org/v10?query=12947at4891	WD40-repeat-containing domain
12956at4891	Complete	contig_16	1179285	1181375	+	328.1	708	https://www.orthodb.org/v10?query=12956at4891	E3 ubiquitin protein ligase
12973at4891	Complete	contig_23	539417	540724	-	684.2	354	https://www.orthodb.org/v10?query=12973at4891	26S Proteasome regulatory subunit 6A
12980at4891	Complete	contig_21	509598	511031	-	386.7	295	https://www.orthodb.org/v10?query=12980at4891	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
13029at4891	Complete	scaffold_37	944464	946200	+	419.7	401	https://www.orthodb.org/v10?query=13029at4891	Zinc finger, RING-type
13051at4891	Complete	contig_34	236330	237775	+	423.1	286	https://www.orthodb.org/v10?query=13051at4891	tRNA (guanine(37)-N1)-methyltransferase
13102at4891	Complete	scaffold_25	96084	97205	-	656.1	328	https://www.orthodb.org/v10?query=13102at4891	Histone acetyltransferase GCN5
13106at4891	Complete	contig_12	378727	380286	-	473.4	317	https://www.orthodb.org/v10?query=13106at4891	26S proteasome non-ATPase regulatory subunit 3
13112at4891	Complete	contig_21	199373	200896	-	307.3	271	https://www.orthodb.org/v10?query=13112at4891	Iron hydrogenase
13129at4891	Complete	contig_16	1260647	1262794	-	337.8	286	https://www.orthodb.org/v10?query=13129at4891	Ubiquitin specific protease, conserved site
13150at4891	Complete	contig_2	462426	464150	-	374.5	284	https://www.orthodb.org/v10?query=13150at4891	Zinc finger, MYND-type
13164at4891	Complete	contig_3	143479	144792	+	453.6	305	https://www.orthodb.org/v10?query=13164at4891	tRNA pseudouridine synthase
13193at4891	Complete	contig_39	303607	306201	+	431.4	601	https://www.orthodb.org/v10?query=13193at4891	actin-like ATPase domain-containing protein
13197at4891	Complete	scaffold_25	1013177	1014247	-	533.7	289	https://www.orthodb.org/v10?query=13197at4891	Cytoplasmic tRNA 2-thiolation protein 1
13235at4891	Complete	contig_7	251572	253077	+	512.3	324	https://www.orthodb.org/v10?query=13235at4891	Putative lipase ATG15
13241at4891	Complete	scaffold_37	362149	364203	-	523.0	514	https://www.orthodb.org/v10?query=13241at4891	Pre-mRNA-splicing factor CLF1
13243at4891	Complete	contig_16	220309	222192	-	467.2	375	https://www.orthodb.org/v10?query=13243at4891	DNA polymerase, Y-family, little finger domain
13259at4891	Complete	contig_23	748576	751371	+	858.0	739	https://www.orthodb.org/v10?query=13259at4891	DNA ligase
13280at4891	Complete	contig_5	915814	920109	+	1018.3	1073	https://www.orthodb.org/v10?query=13280at4891	Tetratricopeptide repeat
13290at4891	Complete	scaffold_25	626223	632699	-	738.8	403	https://www.orthodb.org/v10?query=13290at4891	Delta(24(24(1)))-sterol reductase
13293at4891	Complete	contig_23	654150	655523	+	414.0	301	https://www.orthodb.org/v10?query=13293at4891	Ribonuclease Nob1, eukaryote
13303at4891	Complete	contig_16	1079695	1081188	-	460.8	338	https://www.orthodb.org/v10?query=13303at4891	Kinase-like protein
13320at4891	Complete	contig_12	202765	203859	+	444.1	287	https://www.orthodb.org/v10?query=13320at4891	WD40-repeat-containing domain
13326at4891	Complete	scaffold_37	453600	454985	-	616.0	365	https://www.orthodb.org/v10?query=13326at4891	Mitochondrial-processing peptidase subunit beta
13347at4891	Complete	contig_39	292204	293373	+	404.2	295	https://www.orthodb.org/v10?query=13347at4891	V-type proton ATPase subunit C
13383at4891	Complete	scaffold_37	214783	217425	-	501.8	737	https://www.orthodb.org/v10?query=13383at4891	TOG domain
13388at4891	Complete	contig_23	60269	62077	+	542.0	404	https://www.orthodb.org/v10?query=13388at4891	Rab proteins geranylgeranyltransferase component A
13407at4891	Complete	scaffold_37	526525	527943	-	463.7	360	https://www.orthodb.org/v10?query=13407at4891	Tubulin gamma chain
13437at4891	Complete	contig_23	851645	853108	-	441.9	356	https://www.orthodb.org/v10?query=13437at4891	Glutathione synthetase
13501at4891	Complete	scaffold_37	205147	208203	-	182.7	472	https://www.orthodb.org/v10?query=13501at4891	Guanine nucleotide exchange factor
13503at4891	Complete	contig_23	272931	273971	-	443.4	294	https://www.orthodb.org/v10?query=13503at4891	GPN-loop GTPase
13507at4891	Complete	contig_4	54329	55633	+	358.9	251	https://www.orthodb.org/v10?query=13507at4891	Kinase-like protein
13519at4891	Complete	contig_5	869882	871348	-	264.1	312	https://www.orthodb.org/v10?query=13519at4891	Origin recognition complex subunit 4
13590at4891	Complete	contig_34	400652	402112	-	143.3	223	https://www.orthodb.org/v10?query=13590at4891	Maintenance of telomere capping protein 6
13634at4891	Complete	scaffold_37	724005	725396	-	513.9	350	https://www.orthodb.org/v10?query=13634at4891	Septin
13648at4891	Duplicated	contig_16	71087	72220	+	658.4	337	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13648at4891	Duplicated	scaffold_37	476924	478069	+	655.1	337	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13656at4891	Complete	contig_23	1025784	1027052	-	487.3	323	https://www.orthodb.org/v10?query=13656at4891	Pyridoxal phosphate-dependent transferase
13703at4891	Complete	contig_38	245140	246474	+	608.4	371	https://www.orthodb.org/v10?query=13703at4891	Prephenate dehydrogenase
13721at4891	Complete	contig_13	262328	263731	+	468.5	325	https://www.orthodb.org/v10?query=13721at4891	Protein TED1
13726at4891	Complete	contig_23	410724	411905	-	396.8	285	https://www.orthodb.org/v10?query=13726at4891	Phosphoserine aminotransferase
13733at4891	Complete	contig_12	418201	419469	+	528.3	327	https://www.orthodb.org/v10?query=13733at4891	Mannose-6-phosphate isomerase
13738at4891	Complete	contig_12	128746	130203	-	546.8	321	https://www.orthodb.org/v10?query=13738at4891	Cytochrome c oxidase assembly protein COX15
13757at4891	Complete	contig_38	115991	118504	-	675.3	568	https://www.orthodb.org/v10?query=13757at4891	p-loop containing nucleoside triphosphate hydrolase protein
13765at4891	Complete	contig_5	751554	752834	+	562.6	358	https://www.orthodb.org/v10?query=13765at4891	26S proteasome regulatory subunit RPN7
13776at4891	Complete	contig_7	230932	232473	+	646.6	401	https://www.orthodb.org/v10?query=13776at4891	Threonine synthase
13777at4891	Complete	contig_23	826666	828219	-	548.7	364	https://www.orthodb.org/v10?query=13777at4891	Aminoacyl-tRNA synthetase, class I, anticodon-binding
13806at4891	Complete	contig_3	83216	85387	-	489.9	561	https://www.orthodb.org/v10?query=13806at4891	Enhancer of polycomb-like protein
13807at4891	Complete	contig_39	428598	432758	-	891.1	905	https://www.orthodb.org/v10?query=13807at4891	HECT domain
13820at4891	Complete	contig_5	374152	375486	+	413.5	349	https://www.orthodb.org/v10?query=13820at4891	Tyrosine--tRNA ligase
13823at4891	Complete	contig_12	383001	384347	-	420.5	294	https://www.orthodb.org/v10?query=13823at4891	Endonuclease/exonuclease/phosphatase
13847at4891	Complete	scaffold_25	814543	815976	-	483.5	317	https://www.orthodb.org/v10?query=13847at4891	UbiB domain
13859at4891	Complete	contig_16	1383832	1386702	+	966.8	716	https://www.orthodb.org/v10?query=13859at4891	Ubiquitin conjugation factor E4, core
13862at4891	Complete	contig_5	270792	273251	-	570.9	428	https://www.orthodb.org/v10?query=13862at4891	Serine/threonine-protein kinase RAD53
13866at4891	Complete	contig_16	1344683	1345810	-	584.8	332	https://www.orthodb.org/v10?query=13866at4891	S-(hydroxymethyl)glutathione dehydrogenase
13867at4891	Complete	scaffold_25	689198	690409	+	680.5	326	https://www.orthodb.org/v10?query=13867at4891	26S proteasome regulatory subunit 8
13869at4891	Complete	contig_16	1271573	1272793	-	485.0	298	https://www.orthodb.org/v10?query=13869at4891	Vacuolar calcium ion transporter
